cikkszam;Hosszu nev
10161340;HangOn dísz hóember csoport 12.5cm
10161357;HangOn dísz diótörő 14.5cm
10161364;SILVERLIGHT gyertyatartó 5ágú 36cm
10161371;SILVERLIGHT gyertyatrtó 3 ágú 25cm
10161388;SILVERLIGHT gyertyatartó 26cm
10161395;SILVERLIGHT gyertyatartó 22cm
10161401;SILVERLIGHT gyertyatartó 17cm
10161418;SHINE ON tányéralátét gyöngy arany 35cm
10161425;SHINE ON tányéralátét gyöngy ezüst 35cm
10161432;SHINE ON tányéralátét pink 35cm
10161449;SHINE ON tányéralátét piros 35cm
10161456;SWING csatosüveg 0.5l
10161463;PIATTO arany színű tálca rozsdamentes acél 35cm
10161487;SHINE ON poháralátét arany
10161494;SHINE ON poháralátét ezüst
10161500;SHINE ON poháralátét piros
10161517;ShineOn szalvétagyűrű gyöngy arany 4db
10161524;ShineOn szalvétagyűrű gyöngy ezüst 4db
10161548;MISS SOPHIE emeletes ételtartó tálca
10161555;SILVER MAGIC tál szarvas nikkelezett réz
10161562;STARLIGHT mécsestartó üvegcsillag 28cm
10161579;STARLIGHT mécsestartó üvegcsillag 20cm
10161609;RAINBOW gyertya lila 8óra
10161616;Rainbow gyertya padlizsán 8óra
10161722;LAUNDRY szennyeskosár szett - piros
10161746;COLLECTION narancsok 30x30cm
10161753;COLLECTION kukorica szemek 30x30cm
10161760;COLLECTION chilli paprikák 30x30cm
10161777;COLLECTION paradicsom 30x30cm
10161784;COLLECTION meggyek 30x30cm
10161791;COLLECTION kiwik 30x30cm
10161807;COLLECTION uborkák 30x30cm
10161814;COLLECTION strandszékek 30x30cm
10161821;COLLECTION tengeri kilátás 30x30cm
10161838;COLLECTION vízcsepp 30x30cm
10161845;COLLECTION Buddha arany 30x30cm
10161852;COLLECTION bambuszrudak 30x30cm
10161869;COLLECTION meggyvirág 30x30cm
10161876;COLLECTION kövek homokban 30x30cm
10161883;COLLECTION vászon kövek 30x30cm
10161890;COLLECTION ceruzák 30x40cm
10161906;COLLECTION ceruzák keresztbe 30x40cm
10161913;COLLECTION fűszerek 30x40cm
10161920;COLLECTION tengeri csillag 30x40cm
10161937;COLLECTION kávészemek 30x40cm
10161944;COLLECTION flaskák 30x40cm
10161951;COLLECTION kávéscsészék 30x40cm
10161968;COLLECTION gerbera fehér 30x40cm
10161975;COLLECTION tea ceremónia 30x40cm
10161982;COLLECTION kövek 30x40cm
10161999;COLLECTION banánlevél 30x40cm
10162002;COLLECTION magyal 30x40cm
10162019;COLLECTION nyaralók 30x40cm
10162026;COLLECTION vászon fűszer üvegek 30x30cm
10162033;COLLECTION kagylók 30x40cm
10162040;COLLECTION Eiffel-torony 30x40cm
10162057;COLLECTION sirályok 30x40cm
10162064;COLLECTION ázsiai ernyők 30x40cm
10162088;COLLECTION Buddha 50x50cm
10162101;COLLECTION hajók 80x80cm
10162118;COLLECTION nyírfa erdő 24x60cm
10162125;COLLECTION vászon téli fasor 24x60cm
10162132;COLLECTION nyírfa erdő 30x90cm
10162149;COLLECTION piros bogyók 3-as szett
10162156;COLLECTION tonhal 30x30cm
10162163;COLLECTION citromok 30x30cm
10162170;AIR FLAIR szobaillatosító nyári szellő
10162187;AIR FLAIR szobaillatosító pink grapefruit
10162194;AIR FLAIR szobaillatosító fehér tea
10162200;AIR FLAIR szobaillatosító csokoládé
10162217;AIR FLAIR szobaillatosító jázmin
10162224;MY TUNES dísz hegedű
10162231;MY TUNES dísz zongora fekete
10162248;MY TUNES dísz gitár barna
10162255;MyTunes dísz elektromos gitár piros/fehér
10162262;MY TUNES dísz v gitár
10162286;MY TUNES dísz szaxofon
10162293;MY TUNES dísz trombita
10162309;MIX IT! Óriáscsésze fehér
10162316;MIX IT! Óriáscsésze barna
10162323;MIX IT! Óriáscsésze piros
10162330;MIX IT! Óriáscsésze narancs
10162347;MIX IT! óriáscsésze sárga 4dl
10162354;MIX IT! Óriáscsészealj fehér
10162361;MIX IT! Óriáscsészealj barna
10162378;MIX IT! Óriáscsészealj piros
10162385;MIX IT! Óriáscsészealj narancs
10162392;MIX IT! Óriáscsészealj sárga
10162408;MIX IT! Óriáscsésze kék
10162415;MIX IT! Óriáscsészealj kék
10162422;I melt for you csokifondue hóember 14cm
10162439;NICE TO MEAT YOU Fondue szett 10db-os
10162521;X-MAS adventi naptár drazsé mézeskalács
10162538;WELCOME lábtörlő mézeskalács
10162545;WELCOME lábtörlő gombok
10162552;GOOD TRADITION terítő 140x140cm fehér        hímzett szegéllyel
10162569;GOOD TRADITION terítő 140x250cm fehér       hímzett szegéllyel
10162576;WELCOME lábtörlő fekete/fehér
10162583;GOOD TRADITION terítő 140x300cm fehér        hímzett szegéllyel
10162590;GOOD TRADITION textilszalvéta fehér hímzett szegéllyel 42x42cm
10162613;MADAME BUTTERFLY terítő 140x140cm
10162620;MADAME BUTTERFLY lenv. terítő 140x180cm
10162637;MADAME BUTTERFLY lenv. terítő 150x250cm
10162644;MADAME BUTTERFLY lenv. szalvéta 45x45cm
10162651;TROUBADOUR terítő lenvászon150x300 barna
10162668;TROUBADOUR terítő lenvászon140x140 barna
10162675;TROUBADOUR terítő lenvászon140x180 barna
10162682;TROUBADOUR terítő lenvászon150x250 barna
10162699;TROUBADOUR szalvéta lenvászon45x45 barna
10162705;TOP STAR csúcsdísz csillag ezüst 20cm
10162712;HangOn dísz csillag ezüst fém 8.5cm
10162729;MERRY-GO-ROUND mécses-körhinta angyal
10162736;MERRY-GO-ROUND mécses-körhinta rombusz
10162750;HANG ON dísz hópehely ezüst kristály 15.5cm
10162767;HANG ON dísz hópehely 11cm
10162774;HangOn mécsestartó hópehely kicsi
10162781;JINGLE csengő szarvas 11.5cm
10162798;JINGLE csengő korona
10162804;CHAPEL gyertyakoppantó szarvas 30cm
10162811;CHAPEL gyertyakoppantó korona 28.5cm
10162828;EASY CHOC csokoládé forma karácsonyi
10162835;DELIGHT mécsestartó arany 8.5x6cm
10162842;DELIGHT mécsestartó piros 8.5x6cm
10162859;DELIGHT mécsestartó barna 8.5x6cm
10162866;DELIGHT mécsestartó ezüst 8.5x6cm
10162873;x-mas keksztartó hóember kerámia
10162880;X-MAS keksztartó télapó kerámia 26cm
10162897;Let it Snow hópelyhes függöny 90x200cm
10162903;Let It Snow díszfüggöny 40x140cm
10162927;STELLAR csillag csillogó arany 12cm
10162934;STELLAR csillag csillogó ezüst 12cm
10162941;STELLAR csillag csillogó arany 16cm
10162958;STELLAR csillag csillogó ezüst 16cm
10162965;SOFT ROCKIES párna 35x55cm piros bojtos
10162972;Soft Rockies párna 45x45cm zöld/piros
10162989;Soft Rockies párna 45x45cm piros/fehér
10163009;Soft Rockies párna 45x45cm zöld/fehér
10163016;Soft Rockies párna45x45 piros/zöld kockás
10163023;SOFT ROCKIES párna p/f/z csíkos 45x45cm
10163030;S.Rockies párna35x55cm csíkos piros/fehér
10163054;VELVET párna piros bársony 45x45cm
10163061;COSY HOME cúgfogó ablakpárna kutya 1m
10163078;COSY HOME cúgfogó ablakpárna macska 1m
10163108;Montana terítő kockás p/z/f 110x110cm
10163115;Montana terítő kockás p/z/f 140x140cm
10163122;Montana terítő kockás p/z/f 140x180cm
10163139;Montana terítő kockás p/z/f 150x250cm
10163146;Montana szalvéta kockás p/z/f 45x45cm
10163214;LADY MARMALADE asztalterítő piros 140x180cm
10163221;LADY MARMALADE asztalterítő piros 150x250cm
10163238;LADY MARMALADE asztalterítő s.kék 140x180cm
10163245;LADY MARMALADE asztalterítő s.kék 150x250cm
10163252;LADY MARMALADE asztalterítő v.kék 140x180cm
10163269;LADY MARMALADE asztalterítő v.kék 150x250cm
10163276;LADY MARMALADE asztalterítő rózsaszín 140x180cm
10163283;LADY MARMALADE asztalterítő rózsaszín 150x250cm
10163290;TAILOR asztalterítő kék 140x180cm
10163306;TAILOR asztalterítő kék 150x250cm
10163320;TAILOR asztalterítő piros 140x180cm
10163337;TAILOR asztalterítő piros 150x250cm
10163344;HAUTE COULEUR asztalterítő fehér 140x180cm
10163351;HAUTE COULEUR asztalterítő fehér 150x250cm
10163368;HauteCouleur asztalterítő piros140x180cm
10163375;HauteCouleur asztalterítő piros150x250cm
10163382;TREE OF THE MONTH műfenyő zöld 55 cm
10163399;WINTERGREEN bogyós girland piros 185cm
10163405;WINTERGREEN bogyós koszorú 30cm kicsi
10163412;WINTERGREEN fenyőág piros bogyókkal 60cm
10163429;WINTERGREEN bogyós koszorú 35cm nagy
10163436;WINTERGREEN bogyós ág piros 65cm kicsi
10163443;WINTERGREEN bogyós ág piros 70cm nagy
10163450;Wintergreen koszorú fenyő/toboz 60cm
10163467;Wintergreen bogyós koszorú 55cm nagy
10163474;Wintergreen koszorú piros dísszel 46cm
10163498;WINTERGREEN koszorú fehér bogyó és toboz
10163504;WINTERGREEN tobozkoszorú 36cm
10163528;HANG ON dísz piros csillogós 8cm
10163535;HANG ON dísz piros csillogós 6cm
10163559;HANG ON dísz ezüst csillogós 8cm
10163566;HANG ON dísz ezüst pikkelyes 6cm
10163573;HANG ON dísz üveg írható belső ezüst 8cm
10163580;HANG ON dísz üveg írható belső ezüst 6cm
10163597;HANG ON dísz írható belső arany 8cm
10163603;HANG ON dísz írható belső arany 6cm
10163610;HANG ON dísz piros 2 fehér csík 8cm
10163627;HANG ON dísz piros 2 fehér csík 6cm
10163634;HARMONY asztalterítő fekete 140x180cm
10163641;HERRINGBONE asztalterítő 140x180cm
10163658;HERRINGBONE asztalterítő 150x250cm
10163665;PIXEL PARTIE asztalterítő 140x180cm
10163672;SILVER RAIN asztalterítő 150x250cm
10163689;CLEARANCE fogkefe tartó
10163696;CLEARANCE fedeles tartódoboz
10163702;CLEARANCE pohár
10163719;CLEARANCE szappantartó
10163726;CLEARANCE pumpás szappanadagoló
10163733;Mr. Right Dresszing shaker
10163740;WINTERGREEN mikulásvirág piros 65cm
10163757;WINTERGREEN mikulásvirág fehér 65cm
10163764;WINTERGREEN mikulásvirág csokor 50cm
10163771;WINTERGREEN amarilisz piros 73.5cm
10163788;WINTERGREEN amarilisz fehér 73.5cm
10163795;Wintergreen fagyott ág fehér 90cm
10163801;NATHAN hóbagoly 14x6.5cm
10163818;HANG ON dísz jégcsap 61cm
10163825;HANG ON dísz jégcsap 45.5cm
10163832;HANG ON tükördísz 8cm
10163849;HANG ON tükördísz 12cm
10163856;HANG ON tükördísz 15cm
10163863;HANG ON tükör jégcsap 31cm
10163870;HANG ON tükör jégcsap 46cm
10163887;HANG ON tükör jégcsap 61cm
10163894;WINTERGREEN fenyőág 66.5cm
10163900;BIRDY Clip madár dísz fehér/arany 17cm
10163917;Birdy Clip madár dísz fehér/pink 17cm
10163924;HANG ON dísz fehér ezüst hópehely 10cm
10163931;HANG ON dísz szív piros matt 5cm
10163948;HANG ON dísz piros szív mintás 9cm
10163955;HANG ON dísz piros virág 8cm
10163962;HANG ON dísz piros hálós 8cm
10163979;X-MAS doboz kerek fém bordó 17cm
10163986;Birdy Clip dísz madár fehér/ezüst 17cm
10163993;HANG ON dísz szív piros 14x13cm
10164006;X-MAS doboz fém bordó 18x12.5x8cm
10164013;HANG ON dísz piros arany borítás 16cm
10164020;HANG ON dísz toboz pink 14cm
10164037;X-MAS doboz fém bordó 19.5x15x8.5cm
10164044;HANG ON dísz toboz ezüst 13cm
10164051;X-MAS doboz kerek gombos 17cm
10164068;HANG ON dísz toboz réz 14cm
10164075;HANG ON dísz toboz arany 14cm
10164082;HANG ON szív csillogó piros 7.5x8.5cm
10164099;X-MAS doboz fém gombos 18x12.5x8cm
10164105;HANG ON dísz csillogó tükör 8cm
10164112;HANG ON dísz pink csillogó tükör 8.5cm
10164129;X-MAS doboz fém színes kerek 17cm
10164143;X-MAS doboz színes fém 18x12.5x8cm
10164150;Hang On dísz fehér csúcsos 10.5cm
10164167;WINTERGREEN fenyőgirland 270cm
10164174;HANG ON dísz fehér levelek 8cm
10164181;HANG ON dísz fehér mintás 8.5cm
10164198;X-MAS doboz fém színes 19.5x15x8.5cm
10164204;HANG ON dísz fehér hó/virág 7.5cm
10164211;HANG ON dísz fehér csíkos 8cm
10164228;X-MAS doboz fém kerek fekete/fehér 17cm
10164235;HANG ON dísz pink csíkos 8cm
10164242;HANG ON kéziharang 10cm
10164259;X-MAS doboz fém fekete/fehér 18x12.5x8cm
10164266;HANG ON dísz pink ezüst borítással 16cm
10164297;HANG ON dísz ezüst 21cm
10164303;HANG ON dísz fenyőfa ezüst 9x15cm
10164310;CANDY CANE girland hóemberes 170cm
10164327;DELIGHT mécsestartó pink szíves 10cm
10164334;DELIGHT mécsestartó piros szíves 10cm
10164341;FILL ME! ajándék-gömb mézeskalács figura piros
10164358;FILL ME! gömb mézeskalács figura zöld
10164372;FILL ME! gömb norvég hópehely 6.5cm
10164389;FILL ME! gömb norvég minta 6.5cm
10164396;FILL ME! ajándék-gömb Mikulás
10164402;FILL ME! gömb diótörő
10164419;FILL ME! gömb házak
10164426;FILL ME! gömb hókristály f/f kicsi
10164433;FILL ME! gömb hókristály f/f nagy 6.5cm
10164440;STAYING ALIGHT úszó mécsestartó
10164570;IN THE MOOD lámpa körök 35cm porcelán
10164587;IN THE MOOD lámpa virágok 35cm porcelán
10164594;IN THE MOOD lámpa csillagok35cm porcelán
10164655;BBQ halgrillező 66cm
10164662;JINGLE BELLS harang girland 183cm
10164679;DELIGHT mécsestartó metálarany 6.5x5cm
10164686;DELIGHT mécsestartó metálezüst 6.5x5cm
10164693;DELIGHT mécsestartó metálbronz 6.5x5cm
10164709;DELIGHT mécsestartó metálpiros 6.5x5cm
10164716;DELIGHT mécsestartó ezüst csillag 6.5cm
10164723;DELIGHT mécsestartó arany belül mintás
10164730;DELIGHT mécsestartó piros belül mintás
10164747;RIBBON szalag pink csillagos 3m
10164754;RIBBON szalag pink/zöld rombusz 3m
10164761;RIBBON szalag lila hópelyhes 3m
10164778;RIBBON szalag  szürke hópelyhes 3m
10164785;RIBBON szalag  fehér hópelyhes 3m
10164792;RIBBON szalag ezüst 3m
10164808;RIBBON szalag ezüst mintás 3m
10164815;RIBBON szalag piros hópelyhes 3m
10164822;RIBBON szalag piros arany szegéllyel 3m
10164839;RIBBON szalag fehér arany díszek 3m
10164846;RIBBON szalag piros/zöld csíkos 3m x 6cm
10164853;RIBBON szalag piros színes pöttyel 3m
10164860;RIBBON szalag piros arany dísszel 3mx6cm
10164877;RIBBON szalag barna arany pöttyel 3mx6cm
10164884;RIBBON szalag barna pávatollal 3mx6cm
10164907;RIBBON szalag kockás piros/zöld/fehér 3m
10164914;RIBBON szalag kockás piros/arany/zöld 3m
10164938;RIBBON szalag kockás sárga/zöld/piros 3m
10164945;RIBBON szalag kockás fehér/piros 3mx6cm
10164976;X-MAS papírszalvéta téli
10164983;X-MAS papír zsebkendő mézeskalácsfigura
10164990;HANG ON dísz dió üveg ezüst 4x3.5cm
10165003;HANG ON dísz dió üveg arany 4x3.5cm
10165010;HANG ON dísz dió üveg arany 4x3.5cm
10165027;x-mas hóspray 8 sablonnal lemosható 150ml
10165034;X-MAS kampó díszhez ezüst 50db
10165041;X-MAS kampó díszhez arany 50db
10165058;20db-os gyertya fehér
10165065;20db-os gyertya piros
10165072;20 db-os gyertya lila
10165089;20db-os gyertya pink
10165096;20db-os gyertya bordó
10165102;20db-os gyertya lila
10165119;TreeOfThe Month műfenyő zöld 240cm
10165126;PACK-A-BAG jute zsák 9x12cm
10165133;PACK-A-BAG jute zsák 16x20cm
10165140;PACK-A-BAG jute zsák 30x50cm
10165157;WINTERCLEAN szivacs hóember 14x10x4cm
10165164;WINTERCLEAN szivacs télapó 14x11x4cm
10165171;WINTERCLEAN szivacs fenyőfa 15x11x4cm
10165188;X-MAS ajándékzacskó mézeskalács kicsi
10165195;X-MAS ajándékzacskó mézeskalács nagy
10165201;STARS dekorcsillag ezüst
10165218;STARS dekorcsillag arany 3.5cm 24db
10165225;STARS dekorcsillag ezüst 3.5cm 24db
10165232;HEARTS dekorszív arany 3.5cm 24db
10165249;CRYSTALS dekor hópehely ezüst 24db
10165256;X-MAS adventi naptár drazsé gombos 20g
10165263;HANG ON dísz rózsaszín csillogó 8.5cm
10165270;HANG ON dísz fehér csillogó 8cm
10165287;HangOn gömbdísz hópehely ezüst 8.5cm
10165294;HANG ON dísz ezüst 7.2cm
10165300;HANG ON dísz gömb pink 7.2cm
10165317;HANG ON dísz gömb bronz 7.2cm
10165324;HANG ON dísz gömb piros 7.2cm
10165331;HANG ON dísz gömb arany 7.2cm
10165348;HANG ON dísz gömb gyöngy arany7.2cm
10165355;HANG ON dísz gömb gyöngy ezüst7.2cm
10165362;HANG ON dísz gömb gyöngy pink 7.2cm
10165379;HANG ON dísz gömb ezüst 7.2cm
10165386;BAG ATTACK jumbótáska citrom
10165393;STELLAR csillag csillogó ezüst 36cm
10165409;STELLAR csillag csillogó arany 36cm
10165584;BREAKFAST CLUB óriásbögre zöld
10165591;THINK BIG müzlis tál zöld
10165607;GOOD TRADITION asztalterítő 110x110cm lila hímzett szegéllyel
10165614;GOOD TRADITION asztalterítő 140x140cm lila hímzett szegéllyel
10165621;GOOD TRADITION asztalterítő 140x180cm lila hímzett szegéllyel
10165638;GOOD TRADITION textilszalvéta lila hímzett szegéllyel 42x42cm
10165645;GOOD TRADITION asztalterítő 110x110cm rozsdavörös hímzett szegéllyel
10165652;GOOD TRADITION asztalterítő 140x140cm rozsdavörös hímzett szegéllyel
10165669;GOOD TRADITION asztalterítő 140x180cm rozsdavörös hímzett szegéllyel
10165676;GOOD TRADITION szalvéta rozsdavörös hímzett szegéllyel 42x42cm
10165683;GOOD TRADITION asztalterítő 110x110cm natúr hímzett szegéllyel
10165690;GOOD TRADITION asztalterítő 140x140cm natúr hímzett szegéllyel
10165706;GOOD TRADITION asztalterítő 140x180cm natúr hímzett szegéllyel
10165713;GOOD TRADITION textilszalvéta natúr hímzett szegéllyel 42x42cm
10165720;SURPRISE cs.papír pink pontos/négyzethálós
10165737;HAPPY NEW YEAR gyertya 12db-os
10165744;HANG ON dísz mézeskalács 12cm
10165751;HANG ON dísz mézeskalács 10cm
10165768;MATRYOSHKA baba filc kék 18cm
10165775;MATRYOSHKA baba filc lila 18cm
10165782;MATRYOSHKA baba filc türkiz 15cm
10165799;MATRYOSHKA baba filc zöld 15cm
10165805;MATRYOSHKA baba filc lila 15cm
10165812;MATRYOSHKA baba filc v.kék 12.5cm
10165829;MATRYOSHKA baba filc pink 12.5cm
10165836;MATRYOSHKA baba filc zöld 12.5cm
10165843;FASTFOOD filc hamburger és sültkrumpli 3év+
10165850;PIZZA szett filc vágóval 3év+
10165904;KingsRoad24 adventi naptár faház 48x28.5
10165911;CAVALIER adventi naptár ló 41x50cm
10165928;Hang On dísz Kisjézus 12.5x9.5cm fa
10165935;Hang On dísz Kisjézus 10.5x8cm fa
10165942;Hang On dísz szamár 15.5x13cm fa
10165959;Hang On dísz szamár 12x10.5cm fa
10165966;Hang On dísz teve 18x13.5cm fa
10165973;Hang On dísz teve 12.5x9.5cm fa
10165980;Hang On dísz király lilakörök 27x10cm fa
10165997;Hang On dísz király arany 14x5cm fa
10166000;Hang On dísz király kék 27.5x10cm fa
10166017;Hang On dísz király kék 14.5x5cm fa
10166024;Hang On dísz király narancs 26.5x10cm fa
10166031;Hang On király narancs 14x5cm
10166048;Hang On dísz József 20x11cm fa
10166055;Hang On dísz József 14x8cm fa
10166062;Hang On dísz pásztor 25x13cm fa
10166079;HANG ON dísz pásztor 14x7cm fa
10166086;Hang On dísz angyal 26.5x13cm fa
10166093;Hang On dísz angyal 14x7cm fa
10166109;Hang On dísz Mária 19.5x12.5cm fa
10166116;Hang On dísz Mária 14x9.5cm fa
10166161;BUBBLE BABE kacsás persely 30x38x30cm
10166178;BUBBLE BABE szappanadagoló 14.5x16x22cm
10166185;BUBBLE BABE szappantartó
